AFICF7DKHTQ87,073533417X,4.0,1352419200
A1KMG1AIUS00DC,073533417X,4.0,1351987200
A1NN8Q1DLAYPGH,073533417X,4.0,1353283200
A2V92F5R7MLCVI,073533417X,4.0,1358640000
AUJFO0J9A2HGE,0979959330,3.0,1323820800
AQIBFWWA8UWKF,0979959330,3.0,1324252800
A1IDAKX7OM3QIE,0979959330,5.0,1343347200
A3HUC8541SJ6UT,0979959330,4.0,1324857600
A2PFCO5ON4N2UP,0979959330,3.0,1331769600
A34IBXM7E8CPWE,0979959330,3.0,1322611200
A28IIVKXOE1ATF,0979959330,3.0,1323129600
A26NMTIHEUM65Z,0979959330,3.0,1323820800
A15Q9YEG1XPEJN,0979959330,4.0,1331942400
A2RKI7RPP5CJMG,0979959330,3.0,1323648000
A4KJTS5P78ICU,0979959330,2.0,1331596800
A27H9DOUGY9FOS,0979959330,3.0,1322697600
A3H5QGH5OD2XGX,0979959330,3.0,1329609600
A267FU71Z01CIH,0979959330,3.0,1325980800
A45S6D1P309G9,0979959330,3.0,1327708800
ATECU14VUIOJ0,0979959330,4.0,1322265600
A1FATTRIXTSTEB,0979959330,3.0,1324512000
A19DW3VKM5KKYB,0979959330,3.0,1323993600
A2SPV96SGOEO2,0979959330,3.0,1356652800
A1M7Y63Y5GYJI1,0979959330,5.0,1329955200
A3K93OWHKHGI9V,0979959330,3.0,1332374400
A3FKPBNI7UWQFW,0979959330,5.0,1365206400
A1U7LS93I03MFW,1603800859,4.0,1365379200
A1FDVT0DLJWV78,1603800859,5.0,1356307200
A17V2N0N8CXSA9,1603800859,5.0,1359244800
A215WH6RUDUCMP,1603800859,5.0,1357862400
A3A8FMW6BDJ166,1603800859,4.0,1354492800
A3PJZ8TU8FDQ1K,1603800859,5.0,1368489600
A381MT950I6KRL,1603800859,3.0,1356566400
A2VH0UT5EQFB6P,1603800859,4.0,1352073600
ATANE2SC44592,1603800859,5.0,1356912000
A1WBEIH7Z37LN9,1603800859,3.0,1354320000
AY3EENC2BGTGK,1603800859,3.0,1353628800
A2IVZ0IEQ1VADB,1603800859,4.0,1356566400
A2YB7DLC3FOR7W,1603800859,4.0,1351555200
A1RDHBBZE1NPS3,1603800859,4.0,1355097600
A12E0Y0J6584RT,1603800859,5.0,1355270400
AZKGCE3LNX7WB,1603800859,5.0,1359158400
A13Z96HR8EEF24,1603800859,4.0,1351555200
A2NVQZ4Y7Y0J1R,1603800859,1.0,1356566400
A1XFI340SHOS5K,1603800859,4.0,1354147200
A39H1GO9E3YQIB,1933318465,3.0,1283385600
A1K84GJLQWFIQ7,1933318465,5.0,1285200000
A3HUC8541SJ6UT,1933318465,4.0,1284422400
A1Z54EM24Y40LL,1933318465,3.0,1291680000
ATS2855497V0I,1933318465,5.0,1282953600
ASLHDTUUMOH7F,1933318465,5.0,1282953600
AR5SY32T76DBM,1933318465,3.0,1283212800
A2LF16F0KX9L7P,1933318465,4.0,1365379200
A3A90CELVLOUP6,1933318465,4.0,1336003200
AUV0EFKWA46TX,1933318465,2.0,1282953600
A8KJS2P6E5DCB,1933318465,4.0,1285804800
A2SD1Z4OROY538,1933318465,3.0,1288224000
AY6A8KPYCE6B0,1933318465,4.0,1293321600
A39H1GO9E3YQIB,1933318732,5.0,1285977600
A3V2EZ6MA32FF6,1933318732,5.0,1287532800
AUEW0SKOB1XYF,1933318732,5.0,1285545600
A3OXHLG6DIBRW8,1933318732,4.0,1288483200
A2LW5AL0KQ9P1M,1933318732,3.0,1286409600
A1DW1FK1H3F2TM,1933318732,5.0,1288656000
AG8E2F0G98ZTB,1933318732,3.0,1287446400
A2UBSGFCP2QFNV,1933318732,3.0,1290297600
A215WH6RUDUCMP,1933318732,5.0,1289174400
A2R1HUYHXV7H18,1933318732,4.0,1286064000
A2RHV42BTJSVON,1933318732,4.0,1287878400
A26SO3TOT2TLJE,1933318732,4.0,1287878400
A2S26YGSVXBCFL,1933318732,5.0,1285804800
A1VF5HRCDF99CF,1933318732,5.0,1290038400
A3K3SE4RK846WO,1933318732,4.0,1287100800
AW5JSQCHC2ZJO,1933318996,3.0,1292457600
AYB8XLKTYMTTX,1933318996,4.0,1290038400
A3EK2KTYHJCPB9,1933318996,3.0,1288742400
AG2YXYIQ8TLTA,1933318996,2.0,1300320000
A3U5CZ3PV82JXD,1933318996,3.0,1290384000
AR33KU52LIBF1,1933318996,3.0,1288742400
A2MVPY9XVYST9H,1933318996,3.0,1291248000
AY3D7DG5L5WCK,1933318996,3.0,1291420800
A36MP37DITBU6F,1933318996,5.0,1291939200
A1S27P7KJO9I96,1933318996,4.0,1290384000
A35IX2GE0VC0JP,1933318996,4.0,1300233600
A2UBSGFCP2QFNV,1933318996,5.0,1290297600
A8KM4YOB8FGGH,1933318996,3.0,1358640000
A3K3SE4RK846WO,1933318996,5.0,1300924800
A15CL28ALB7MTZ,1933318996,4.0,1291680000
A2I4A4WGWII18Z,1933318996,4.0,1288310400
A19YOYY7FLQMA6,1933318996,4.0,1288828800
A3OXHLG6DIBRW8,B00000J0HG,5.0,1232236800
A2ME89MSWVG9NF,B00000J0HG,4.0,1349740800
A2XA8CW5DF4MNZ,B00000J0HG,3.0,1350259200
AQYYUN3T7B0WM,B00000J0HG,4.0,1349740800
A3QDDEW6RXVEAY,B00000J0HG,5.0,1350864000
A3FFKU2MTCOBM1,B00000J0HG,4.0,1350691200
A2XSY4L7GDHV4W,B00000J0HG,1.0,1294617600
AM9APPMIE1BHZ,B00000J0HG,3.0,1353369600
ACR4HKUT808U1,B00000J0HG,5.0,1348704000
A32QWD5DEY4LDU,B00000J0HG,5.0,1350000000
ANCOMAI0I7LVG,B00004S7ZG,5.0,1383177600
A3IKLTT9JQACCI,B00004S7ZG,5.0,1382486400
A3E8AHUAQEX0QH,B00004S7ZG,4.0,1385251200
A26DQMYF5E0GL6,B00004S7ZG,3.0,1384992000
A2UBSGFCP2QFNV,B00004S7ZG,5.0,1385510400
A2WB4OWBUH2VQX,B00004S7ZG,4.0,1385164800
A3CLWZGMC7M9Z1,B00004S7ZG,5.0,1385424000
A24U6WGBZ4P74W,B00004S7ZG,5.0,1382313600
A1ZGHA3IJV01BK,B00004S7ZG,5.0,1384128000
AX7QMRXX81L9K,B00004S7ZG,4.0,1385510400
A3A90CELVLOUP6,B00004S7ZG,5.0,1385251200
A1LG1DKUZXGJ6J,B00004S7ZG,5.0,1382572800
A3Q9HY0LU7MN6E,B00004S7ZG,3.0,1384214400
A29VG90T649CSU,B00004S7ZG,5.0,1385424000
A2SPV96SGOEO2,B00004S7ZG,5.0,1068940800
A1ITRGMT80D5TK,B00004S7ZG,4.0,1384992000
A2K75QOCP9ZHSL,B00005JS7E,4.0,1365206400
A1DRKVXO300RUE,B00005JS7E,1.0,1355961600
AL3MFYSK9HKCL,B00005JS7E,4.0,1365897600
A3RG8DYG8AJ6Z9,B00005JS7E,5.0,1354579200
AQB4DH57MSZSC,B00005JS7E,4.0,1354665600
A1ZGXZW37JEZWH,B00005JS7E,4.0,1365120000
AZA55FJD7CCZN,B00005JS7E,4.0,1355356800
A2IG937LQKWO7C,B00005JS7E,3.0,1367193600
A1HBC0NBQJHT7X,B00005JS7E,4.0,1356393600
A2AYJJAFNSGSU1,B00005JS7E,5.0,1355270400
A279A4Y2N1CQ26,B00005JS7E,4.0,1355097600
A3G2PUQ455XMXJ,B00005JS7E,5.0,1361404800
A2QX49LS3Y3ANI,B00005JS7E,3.0,1356912000
A1JTTI1KH3DOCY,B00005JS7E,4.0,1356566400
A2E4R7YISIM4QM,B00005JS7E,3.0,1367107200
A3USZS8Q4GOKGE,B00005JS7E,4.0,1353974400
A2UBSGFCP2QFNV,B00005JS7E,4.0,1366848000
A1V3PCKVCJ3TTZ,B00005JS7E,5.0,1354147200
A27X7XXOKMK879,B00005JS7E,4.0,1358726400
ALEUQQE118NEW,B00005JS7E,4.0,1353628800
A14DNCG5WHM86Z,B00005JS7E,4.0,1355443200
AVFJ327UXPXLF,B00005JS7E,4.0,1358294400
A1NQK5MH9GTJ6S,B00005JS7E,5.0,1353369600
A3T7XVG3AXJF61,B00005JS7E,5.0,1359936000
A38H4XCCPLRF93,B00005JS7E,4.0,1354233600
AE8AT5NB4DDRM,B00005JS7E,4.0,1355011200
AP8D74QD9LUUL,B00005JS7E,4.0,1359590400
A3LLP0VSTSABK2,B00005JS7E,3.0,1359590400
A2ECM9HLMC242H,B00005JS7E,3.0,1359072000
ALDV8DDZWWPYE,B00005JS7E,4.0,1355875200
A26BDXG9KVH7SU,B00005JS7E,4.0,1356566400
A1UCPXUBSESD65,B00005JS7E,4.0,1356566400
A2V98TS4QDDCG9,B00005JS7E,4.0,1355097600
A35Y0RSU09ANEN,B00005JS7E,5.0,1356652800
A1MAI0TUIM3R2X,B00005JS7E,2.0,1358899200
A1NC9AGZOBI0M1,B00005JS7E,3.0,1366156800
A1D1IDI5S9TN9D,B00005JS7E,4.0,1365638400
APPCJX62WKIIP,B00005JS7E,3.0,1354924800
A18LURVBV82KW2,B00005JS7E,4.0,1355184000
AD34TCPEP7P84,B00005JS7E,4.0,1358380800
A30QAOLNZ4415R,B00005JS7E,4.0,1358294400
A25RTRAPQAJBDJ,B00005JS7E,4.0,1366416000
A20L63B48RPSOH,B00005JS7E,4.0,1366243200
A1II2ZRPKZAQQD,B00007G39I,4.0,1256515200
AFTFND8CPQ34M,B00007G39I,1.0,1244764800
A1Q08H4B9QGT2N,B00007G39I,5.0,1231977600
ALNFHVS3SC4FV,B00007G39I,3.0,1181779200
A2OJCTT5WLB2HR,B00007G39I,2.0,1213574400
AHNHLGKIZ2N3B,B00007G39I,4.0,1072656000
A3HETHW2XD3DWH,B00007G39I,5.0,1091577600
A24RCBRDXRXR0Y,B00007G39I,5.0,1195603200
A3U41ZL33SS92P,B00007G39I,3.0,1234915200
A224I5WR8UQDDC,B00007G39I,2.0,1255824000
A1R6DKN9YQ2YU1,B00007G39I,2.0,1230768000
AHRNDSKWH1YBT,B00007G39I,4.0,1196812800
AAU0G40ZN5RIL,B00007G39I,5.0,1227225600
A2TXMYYGSZCSZ1,B0000AP6EP,5.0,1344470400
A2AYJJAFNSGSU1,B0000AP6EP,5.0,1340668800
AN9J46667D80O,B0000AP6EP,4.0,1351296000
A25CZCHLNH3OMO,B0000AP6EP,5.0,1341187200
A2MVPY9XVYST9H,B0000AP6EP,5.0,1358380800
ARNEUO7BF3J55,B0000AP6EP,5.0,1342137600
A2WB4OWBUH2VQX,B0000AP6EP,4.0,1343260800
A9NFFAZF3LIB2,B0000AP6EP,4.0,1348444800
A1Z0LTKUA6F94D,B0000AP6EP,4.0,1344988800
A8KM4YOB8FGGH,B0000AP6EP,5.0,1342569600
A1ZPY91VE3IDN1,B0000AP6EP,5.0,1345420800
A3BAE79NXFDXGV,B0000AP6EP,5.0,1344902400
AX7QMRXX81L9K,B0000AP6EP,5.0,1340841600
A2AOZQ3WTNVVOK,B0000AP6EP,5.0,1342915200
A35NOFKHK8P2LU,B0000AP6EP,5.0,1342742400
AUV3OR951650C,B0000AP6EP,5.0,1342051200
A2ULQOGN59LDNK,B0000AP6EP,5.0,1358553600
ASY25YMTIC2A9,B0000AP6EP,5.0,1342483200
A1QK0XCAPHIW1L,B0000AP6EP,5.0,1347148800
A1UKA7HUAQAMY,B0000AP6LD,5.0,1366848000
A188JOXWF4EY1R,B0000AP6LD,4.0,1351728000
AJV985MKGCIQ0,B0000AP6LD,4.0,1352073600
A2CNGARED6OWWU,B0000AP6LD,4.0,1355961600
A2UYWE97KME0M,B0000AP6LD,4.0,1350518400
A1X3ESYZ79H59E,B0000AP6LD,5.0,1356480000
A3OXHLG6DIBRW8,B0000AP6LD,4.0,1353888000
AKHFY3VCNZL2W,B0000AP6LD,4.0,1367020800
A1TR1R2QKWRSRA,B0000AP6LD,4.0,1354752000
ALYZJ7W14YS26,B0000AP6LD,4.0,1354060800
A3PJZ8TU8FDQ1K,B0000AP6LD,5.0,1367107200
A1C4J5MRES1KRK,B0000AP6LD,5.0,1351814400
A34CSXOGVYF94S,B0000AP6LD,4.0,1356307200
A1ZPY91VE3IDN1,B0000AP6LD,5.0,1353369600
AYB4ELCS5AM8P,B0000AP6LD,5.0,1353801600
A3VI2VETB90ZG5,B0000AP6LD,4.0,1365120000
ATANE2SC44592,B0000AP6LD,4.0,1361404800
ALDAF4VVLFRHP,B0000AP6LD,5.0,1354492800
A3LGT6UZL99IW1,B0000AP6LD,4.0,1353801600
A2068BC3ZXAVJQ,B0000AP6LD,5.0,1352678400
A11I1I9QLMAM1A,B0000AP6LD,5.0,1354924800
A13Z96HR8EEF24,B0000AP6LD,3.0,1353974400
A1ITRGMT80D5TK,B0000AP6LD,5.0,1365292800
AY6A8KPYCE6B0,B0000AP6LD,5.0,1354492800
A2V0I904FH7ABY,B0000AP6LD,4.0,1355443200
A1II2ZRPKZAQQD,B0001X0DR6,5.0,1256688000
A30H2335OM7RD6,B0001X0DR6,5.0,1228262400
A14UOOROH3XRQ9,B0001X0DR6,3.0,1216598400
A2065HBMYDXJ1S,B0001X0DR6,4.0,1142294400
A22B13EJTZKCTM,B0001X0DR6,5.0,1220486400
ASHO96ZB8AL1Z,B0001X0DR6,5.0,1316736000
A1R6DKN9YQ2YU1,B0001X0DR6,5.0,1250294400
AHRNDSKWH1YBT,B0001X0DR6,4.0,1230163200
ARPB88E6F2MFR,B0001X0DR6,5.0,1170028800
A2BZ16RKE13PKV,B0001X0DR6,4.0,1288828800
A2OG83SEU9HL6D,B0001X0DR6,3.0,1312243200
A208U42GARHSOR,B0001X0DR6,5.0,1106179200
A20L63B48RPSOH,B0001X0DR6,4.0,1222214400
A1POFVVXUZR3IQ,B0001X0DR6,5.0,1175817600
AC4XV78EJG1QB,B0002CYTXK,5.0,1349136000
AFTFND8CPQ34M,B0002CYTXK,5.0,1350518400
AZA55FJD7CCZN,B0002CYTXK,5.0,1352851200
A21VGNU5959O85,B0002CYTXK,4.0,1404172800
A17437N1L775IJ,B0002CYTXK,4.0,1356134400
A14Z0Q1DU6CBJJ,B0002CYTXK,4.0,1349913600
AOM63D4VL32WM,B0002CYTXK,5.0,1351987200
A16EIVIBBXFAQ0,B0002CYTXK,5.0,1350518400
A2QCE7L6GRE3MT,B0002CYTXK,3.0,1350691200
A3MEMX0XF00TBD,B0002CYTXK,5.0,1350604800
A2BN9DIBP9A0XG,B0002CYTXK,5.0,1367107200
A194K60CWZ371J,B0002CYTXK,4.0,1350172800
A3GMRYV7VAYK5Q,B0002CYTXK,5.0,1348444800
A3CU0QL4C4LAA8,B0002CYTXK,5.0,1352764800
A2065HBMYDXJ1S,B0002CYTXK,5.0,1352937600
AL4SB31UAZLXL,B0002CYTXK,5.0,1349395200
A1Z0LTKUA6F94D,B0002CYTXK,5.0,1384646400
A2SDRCBPIAXVDW,B0002CYTXK,4.0,1351036800
AU1SKSAF00JJH,B0002CYTXK,5.0,1357084800
A37R3P5JFNQG8S,B0002CYTXK,5.0,1350172800
A35LT14WG5BX0T,B0002CYTXK,5.0,1355961600
A2NMQWBDWT3SQF,B0002CYTXK,4.0,1348617600
A2KQT4D0OZR569,B0002CYTXK,5.0,1353628800
A2GSY9DM54Y0HS,B0002CYTXK,5.0,1350432000
A35NOFKHK8P2LU,B0002CYTXK,5.0,1349049600
A1NIGUK4M2ST8,B0002CYTXK,4.0,1349827200
A3A90CELVLOUP6,B0002CYTXK,5.0,1365379200
A17C7XZHFOS12W,B0002CYTXK,4.0,1358985600
A3415H58HNGQFV,B0002CYTXK,5.0,1350604800
A2A4M3EDEUKG3L,B0002CYTXK,4.0,1350518400
A3LKLGZZ8OWR51,B0002CYTXK,5.0,1350432000
A3BVDW4DOLJAN0,B0002CYTXK,5.0,1349827200
A13Z96HR8EEF24,B0002CYTXK,4.0,1348531200
A2NVQZ4Y7Y0J1R,B0002CYTXK,4.0,1349827200
A30Z0GG96D11EO,B0002CYTXK,5.0,1358294400
A2JAEZ0FMAMJVW,B0002HR3L0,4.0,1337040000
ANCOMAI0I7LVG,B0002HR3L0,5.0,1338422400
A3HUC8541SJ6UT,B0002HR3L0,5.0,1340236800
AJ2FDNZ3COBFN,B0002HR3L0,5.0,1337126400
A3VJ27010XUWTF,B0002HR3L0,5.0,1336435200
A2QX49LS3Y3ANI,B0002HR3L0,4.0,1342051200
A3SMD3T0QTN109,B0002HR3L0,5.0,1335916800
A2E4R7YISIM4QM,B0002HR3L0,5.0,1343001600
A336FE20YZZL3A,B0002HR3L0,5.0,1337644800
ACYR6O588USK,B0002HR3L0,4.0,1336176000
A1ZPY91VE3IDN1,B0002HR3L0,5.0,1336089600
A1IH7O6EL7SNBD,B0002HR3L0,5.0,1336176000
A4SD8F79JBYG2,B0002HR3L0,5.0,1337817600
A1UQBFCERIP7VJ,B0002HR3L0,5.0,1336262400
A1KI3173CO6TK2,B0002HR3L0,5.0,1337817600
AXR3CV6A4FMBG,B0002HR3L0,4.0,1339977600
AYO1146CBIV5C,B0002HR3L0,5.0,1336694400
A1W4F91DH3XPB2,B0002HR3L0,5.0,1336521600
A37D2TGTIXRV2N,B0002HR3L0,5.0,1335312000
A1GNYV0RA0EQSS,B0002HR3L0,5.0,1337212800
AXVKMYWNIHK7W,B0002HR3L0,5.0,1335398400
A16YU3GRGCD95S,B0002HR3L0,5.0,1336867200
A1U7LS93I03MFW,B0002HWFBS,4.0,1350432000
A36S5U0QOWMOSX,B0002HWFBS,4.0,1356048000
A2OJCTT5WLB2HR,B0002HWFBS,5.0,1348790400
A3CN9CCJUNIPKT,B0002HWFBS,5.0,1353024000
A2974R9BTPZPOJ,B0002HWFBS,5.0,1350518400
ATS2855497V0I,B0002HWFBS,4.0,1349481600
A22VNXHU6IZ5MT,B0002HWFBS,5.0,1352937600
A167KPMW1NBZJW,B0002HWFBS,5.0,1348531200
A2SDRCBPIAXVDW,B0002HWFBS,5.0,1348704000
A3BH63GKL7MQ2K,B0002HWFBS,4.0,1353369600
A3VI2VETB90ZG5,B0002HWFBS,5.0,1355875200
A3DZFEICHK5LF2,B0002HWFBS,4.0,1354665600
A3C9YGB4H90PDE,B0002HWFBS,4.0,1365465600
A2VH0UT5EQFB6P,B0002HWFBS,5.0,1352073600
A1IAQIZSXONWVU,B0002HWFBS,5.0,1350604800
A1KI3173CO6TK2,B0002HWFBS,5.0,1350518400
A3QBCX2QMKJ7AH,B0002HWFBS,5.0,1348704000
ALDV8DDZWWPYE,B0002HWFBS,5.0,1350864000
AG71XMQGQ2UTJ,B0002HWFBS,5.0,1351036800
AUV3OR951650C,B0002HWFBS,5.0,1352937600
A13Z96HR8EEF24,B0002HWFBS,4.0,1348531200
A3D5B2CBFNJB0K,B0002HWFBS,5.0,1350172800
A2PD27UKAD3Q00,B0002HWFBS,5.0,1352937600
AUJFO0J9A2HGE,B0002HWFV8,5.0,1340150400
AC4XV78EJG1QB,B0002HWFV8,5.0,1354233600
AP6L54VTCJKCQ,B0002HWFV8,5.0,1350432000
A2HOLM5I1ARX9J,B0002HWFV8,5.0,1337817600
AJ2FDNZ3COBFN,B0002HWFV8,5.0,1345593600
AN9J46667D80O,B0002HWFV8,5.0,1340496000
A3CN9CCJUNIPKT,B0002HWFV8,5.0,1341187200
ARNEUO7BF3J55,B0002HWFV8,5.0,1338163200
A1UFLVSJ3IRETQ,B0002HWFV8,5.0,1340928000
A2DG63DN704LOI,B0002HWFV8,5.0,1340755200
A3VBXQKRM7A4JR,B0002HWFV8,5.0,1338681600
ASLHDTUUMOH7F,B0002HWFV8,5.0,1338681600
A37CXU92U7FYJH,B0002HWFV8,5.0,1340755200
A3DZFEICHK5LF2,B0002HWFV8,4.0,1338940800
A22B13EJTZKCTM,B0002HWFV8,4.0,1344124800
A1EVV74UQYVKRY,B0002HWFV8,5.0,1340150400
AQSW6WDVCJGB8,B0002HWFV8,5.0,1339545600
A277TO3PKKNYDH,B0002HWFV8,4.0,1344384000
A16QODENBJVUI1,B0002HWFV8,5.0,1340841600
A3R33KMESG0XGQ,B0002HWFV8,4.0,1364860800
A16YU3GRGCD95S,B0002HWFV8,5.0,1339632000
A1Q1T811N4IY3Z,B0002HWFV8,4.0,1344988800
A2ECTCPBTOGW4H,B0002Q2O9C,4.0,1334793600
A2RIAXGSBP65BJ,B0002Q2O9C,3.0,1334275200
A3BZUQXA2QHDI2,B0002Q2O9C,3.0,1365724800
A2HOLM5I1ARX9J,B0002Q2O9C,3.0,1322179200
A12PN254PTSGU5,B0002Q2O9C,5.0,1322179200
A2ME89MSWVG9NF,B0002Q2O9C,4.0,1322092800
A336FE20YZZL3A,B0002Q2O9C,3.0,1326585600
A1DY0CRKZEY0FB,B0002Q2O9C,4.0,1326412800
A35NOFKHK8P2LU,B0002Q2O9C,4.0,1326758400
A25RTRAPQAJBDJ,B0002Q2O9C,4.0,1323820800
A2JAEZ0FMAMJVW,B0007LDHWK,5.0,1339632000
AFO678EAGH4Y9,B0007LDHWK,4.0,1340064000
AJ2FDNZ3COBFN,B0007LDHWK,5.0,1342483200
A1U7LS93I03MFW,B0007LDHWK,4.0,1340236800
A2IFKH3TJ10387,B0007LDHWK,4.0,1344988800
A2IMGHMF0LO151,B0007LDHWK,5.0,1339977600
A2MVPY9XVYST9H,B0007LDHWK,5.0,1338508800
A3SMD3T0QTN109,B0007LDHWK,5.0,1337731200
A2TTHN1UMO82VY,B0007LDHWK,5.0,1365379200
A28IIVKXOE1ATF,B0007LDHWK,4.0,1339027200
ACYR6O588USK,B0007LDHWK,3.0,1342569600
A1V3PCKVCJ3TTZ,B0007LDHWK,5.0,1337731200
A8KM4YOB8FGGH,B0007LDHWK,5.0,1337817600
AX7QMRXX81L9K,B0007LDHWK,5.0,1339718400
A2701UXI8QGRHE,B0007LDHWK,5.0,1340236800
A2AOZQ3WTNVVOK,B0007LDHWK,4.0,1353024000
A1W4F91DH3XPB2,B0007LDHWK,5.0,1338940800
A2YV6F6DLENNTM,B0007LDHWK,5.0,1338422400
A1MAI0TUIM3R2X,B0007LDHWK,5.0,1355270400
A1RF9YK4BK5TRH,B0007LDHWK,4.0,1340236800
A112EC059ZZTJF,B0007LDHWK,5.0,1338854400
A2OG83SEU9HL6D,B0007LDHWK,4.0,1340668800
A1GNYV0RA0EQSS,B0007LDHWK,4.0,1343088000
A1ITRGMT80D5TK,B0007LDHWK,5.0,1338681600
A15JB2HEZ6RKGW,B0007LDHWK,4.0,1337990400
A1Q1T811N4IY3Z,B0007LDHWK,4.0,1340323200
A1UKA7HUAQAMY,B0009QXXB8,4.0,1344470400
AW5JSQCHC2ZJO,B0009QXXB8,4.0,1361232000
A71W7G4TCTH3T,B0009QXXB8,5.0,1342483200
A1S7YQQGJPPFLG,B0009QXXB8,5.0,1344902400
A2UYWE97KME0M,B0009QXXB8,5.0,1350518400
ACJT8MUC0LRF0,B0009QXXB8,5.0,1343779200
A3CN9CCJUNIPKT,B0009QXXB8,5.0,1341360000
A1UFLVSJ3IRETQ,B0009QXXB8,3.0,1365120000
A2IMZNPSJGB2HQ,B0009QXXB8,5.0,1347926400
ASLHDTUUMOH7F,B0009QXXB8,5.0,1343952000
A29JUMRL1US6YP,B0009QXXB8,4.0,1348099200
AFK893ELKDPY,B0009QXXB8,5.0,1343952000
A1ZPY91VE3IDN1,B0009QXXB8,5.0,1344988800
A1EVV74UQYVKRY,B0009QXXB8,5.0,1343779200
A1M0OSCFOAMAZO,B0009QXXB8,4.0,1341100800
A3U52V5ZAHZZKU,B0009QXXB8,5.0,1342137600
A20L63B48RPSOH,B0009QXXB8,5.0,1342656000
A2D4FQHV506EPB,B000B8L48S,4.0,1337817600
A2JAEZ0FMAMJVW,B000B8L48S,4.0,1337040000
A2I05FGBTCRRB8,B000B8L48S,4.0,1336867200
A3EK2KTYHJCPB9,B000B8L48S,4.0,1337644800
A2AYJJAFNSGSU1,B000B8L48S,4.0,1335225600
A33PBU9EHZ28PC,B000B8L48S,4.0,1367798400
A15D2X8MICR2VQ,B000B8L48S,4.0,1336694400
A2ZB8B7VQONZA6,B000B8L48S,5.0,1337731200
A3T6HX48F66512,B000B8L48S,4.0,1336435200
A397CWU6DM3O5G,B000B8L48S,3.0,1335571200
A2AF0NOCM71J0B,B000B8L48S,4.0,1337731200
A336FE20YZZL3A,B000B8L48S,4.0,1337126400
A3R7RE5O61M112,B000B8L48S,4.0,1342656000
A2065HBMYDXJ1S,B000B8L48S,5.0,1337817600
A1RR36YKJB917S,B000B8L48S,4.0,1342656000
AU1SKSAF00JJH,B000B8L48S,3.0,1351036800
A10ASLX7DTTB6Z,B000B8L48S,4.0,1342310400
A1GUX6R8DV3ZLY,B000B8L48S,4.0,1339545600
A2VH0UT5EQFB6P,B000B8L48S,3.0,1335916800
AFHYEO3Y1IIDD,B000B8L48S,4.0,1336608000
A19JGPUJAX048H,B000B8L48S,3.0,1337126400
ALDV8DDZWWPYE,B000B8L48S,2.0,1343779200
A1NIGUK4M2ST8,B000B8L48S,3.0,1337126400
A3EZHMGGWY74HY,B000B8L48S,4.0,1336003200
A22CW0ZHY3NJH8,B000B8L48S,5.0,1336176000
